Company Name,Geography,Geography Code,Sector,CA100 Focus Company,Large/Medium Classification,ISINs,SEDOL,Publication Date,Assessment Date,Region,Carbon Performance Regional Alignment 2025,Carbon Performance Regional Alignment 2027,Carbon Performance Regional Alignment 2028,Carbon Performance Regional Alignment 2035,Carbon Performance Regional Alignment 2050,Regional Benchmark ID,Years with targets,History to Projection cutoff year,CP Unit,Assumptions,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
EDF,France,FRA,Electricity Utilities,Yes,large,FR0010242511,B0NJJ17,01/11/2021,05/08/2021,Europe,1.5 Degrees,,,Below 2 Degrees,National Pledges,Europe_Electricity Utilities_01/04/2022,2023;2030;2050,2020,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has set targets to reduce its absolute emissions. To calculate this company’s targeted emissions intensities, TPI assumes that the company’s electricity generation grows according to the national or regional electricity generation growth rate projected in the IEA’s 2020 World Energy Outlook’s Stated Policies Scenario (STEPS).",0.123,0.102,0.095,0.077,0.082,0.057,0.055,0.051,0.059643409,0.068286819,0.076930228,0.072858138,0.068786049,0.064713959,0.060641869,0.056569779,0.052497689,0.0484256,0.04600432,0.04358304,0.04116176,0.03874048,0.0363192,0.03389792,0.03147664,0.02905536,0.02663408,0.0242128,0.02179152,0.01937024,0.01694896,0.01452768,0.0121064,0.00968512,0.00726384,0.00484256,0.00242128,0.0
Edison International,United States of America,USA,Electricity Utilities,No,medium,US2810201077,2829515,01/09/2024,06/08/2024,North-America,,1.5 Degrees,,Below 2 Degrees,Below 2 Degrees,North-America_Electricity Utilities_01/05/2024,2045,2023,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"TPI has not made any further assumptions in order to project this company’s Carbon Performance. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",0.35,0.18,0.19,0.15,0.11,0.08,0.1,0.12,0.1,0.15,0.1,0.1,0.09,0.09,0.08,0.08,0.08,0.07,0.07,0.06,0.06,0.05,0.05,0.04,0.04,0.03,0.03,0.02,0.02,0.01,0.01,0.0,0.0,,,,,
Edison International,United States of America,USA,Electricity Utilities,No,medium,US2810201077,2829515,01/11/2023,04/07/2023,North-America,1.5 Degrees,,,Below 2 Degrees,Below 2 Degrees,North-America_Electricity Utilities_01/04/2022,2045,2021,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"TPI has not made any further assumptions in order to project this company’s Carbon Performance. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",0.352441691,0.175994049,0.194591358,0.146056917,0.113398227,0.084368281,0.102058405,0.123830864,0.101604812,0.097371278,0.093137744,0.08890421,0.084670676,0.080437143,0.076203609,0.071970075,0.067736541,0.063503007,0.059269473,0.05503594,0.050802406,0.046568872,0.042335338,0.038101804,0.033868271,0.029634737,0.025401203,0.021167669,0.016934135,0.012700601,0.008467068,0.004233534,0.0,,,,,
Edison International,United States of America,USA,Electricity Utilities,No,medium,US2810201077,2829515,01/09/2022,22/07/2022,North-America,1.5 Degrees,,,Below 2 Degrees,Below 2 Degrees,North-America_Electricity Utilities_01/04/2022,2045,2020,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"TPI has not made any further assumptions in order to project this company's Carbon Performance. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,0.18,0.19,0.15,0.11,0.08,0.1,0.12,0.12,0.11,0.11,0.1,0.1,0.09,0.09,0.08,0.08,0.07,0.07,0.06,0.06,0.05,0.05,0.04,0.04,0.03,0.03,0.02,0.02,0.01,0.01,0.0,0.0,,,,,
Edison International,United States of America,USA,Electricity Utilities,No,medium,US2810201077,2829515,01/11/2021,05/08/2021,North-America,1.5 Degrees,,,Below 2 Degrees,Below 2 Degrees,North-America_Electricity Utilities_01/04/2022,2045,2020,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),TPI has not made any further assumptions in order to project this company’s Carbon Performance.,0.352441691,0.175994049,0.194591358,0.146056917,0.113398227,0.084368281,0.102058405,0.122923678,0.118006731,0.113089784,0.108172837,0.10325589,0.098338943,0.093421996,0.088505048,0.083588101,0.078671154,0.073754207,0.06883726,0.063920313,0.059003366,0.054086419,0.049169471,0.044252524,0.039335577,0.03441863,0.029501683,0.024584736,0.019667789,0.014750841,0.009833894,0.004916947,0.0,,,,,
Electric Power Development,Japan,JPN,Electricity Utilities,No,large,JP3551200003,B02Q328,01/09/2024,06/08/2024,OECD,,Not Aligned,,Not Aligned,Not Aligned,OECD_Electricity Utilities_01/05/2024,2025;2030;2050,2022,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has set targets to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI has assumed that the company’s electricity generation grows according to the national or regional electricity generation growth rate projected in the IEA’s 2023 World Energy Outlook’s Stated Policies Scenario (STEPS). When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",0.68,0.67,0.64,0.65,0.66,0.66,0.66,0.65,0.64,0.64,0.64,0.64,0.65,0.61,0.57,0.54,0.5,0.47,0.45,0.43,0.41,0.39,0.38,0.36,0.34,0.32,0.3,0.29,0.27,0.25,0.23,0.22,0.2,0.18,0.16,0.14,0.13,0.11
Electric Power Development,Japan,JPN,Electricity Utilities,No,large,JP3551200003,B02Q328,01/11/2023,04/07/2023,OECD,Not Aligned,,,Not Aligned,Not Aligned,OECD_Electricity Utilities_01/04/2022,,2021,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company discloses 2025, 2030 and 2050 targets, but as these are regional targets that do not apply to the company’s entire operations, they are not accepted in TPI’s methodology. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",0.68,0.67,0.64,0.65,0.66,0.66,0.66,0.65,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electric Power Development,Japan,JPN,Electricity Utilities,No,large,JP3551200003,B02Q328,01/09/2022,22/07/2022,OECD,Not Aligned,,,Not Aligned,Not Aligned,OECD_Electricity Utilities_01/04/2022,,2020,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company discloses 2025, 2030 and 2050 targets, but as these are regional targets that do not apply to the company's entire operations, they are not accepted in TPI's methodology. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,0.67,0.67,0.64,0.65,0.62,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electric Power Development,Japan,JPN,Electricity Utilities,No,large,JP3551200003,B02Q328,01/11/2021,05/08/2021,OECD,Not Aligned,,,Not Aligned,Not Aligned,OECD_Electricity Utilities_01/04/2022,,2019,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company discloses 2030 and 2050 targets, but as these are regional targets that do not apply to the company’s entire operations, they are not accepted in TPI’s methodology.",,,0.666,0.667,0.641,0.649,0.619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elia Group,Belgium,BEL,Electricity Utilities,No,medium,BE0003822393,B09M9F4,01/09/2024,06/08/2024,Europe,,Not Assessed,,Not Assessed,Not Assessed,Europe_Electricity Utilities_01/05/2024,,,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company’s activities lie outside the scope of TPI’s Carbon Performance assessment of this sector, hence the company is not assessed.  When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elia Group,Belgium,BEL,Electricity Utilities,No,medium,BE0003822393,B09M9F4,01/11/2023,04/07/2023,Europe,Not Assessed,,,Not Assessed,Not Assessed,Europe_Electricity Utilities_01/04/2022,,,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company’s activities lie outside the scope of TPI’s Carbon Performance assessment of this sector, hence the company is not assessed. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elia Group,Belgium,BEL,Electricity Utilities,No,medium,BE0003822393,B09M9F4,01/09/2022,22/07/2022,Europe,Not Assessed,,,Not Assessed,Not Assessed,Europe_Electricity Utilities_01/04/2022,,,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company's activities lie outside the scope of TPI's Carbon Performance assessment of this sector, hence the company is not assessed. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elia Group,Belgium,BEL,Electricity Utilities,No,medium,BE0003822393,B09M9F4,01/11/2021,05/08/2021,Europe,No or unsuitable disclosure,,,No or unsuitable disclosure,No or unsuitable disclosure,Europe_Electricity Utilities_01/04/2022,,,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has not disclosed sufficient data on current emissions, or any quantitative targets to reduce its emissions, which TPI can use to estimate current or future Carbon Performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emera,Canada,CAN,Electricity Utilities,No,small,CA2908761018,2650050,01/09/2024,06/08/2024,North-America,,Not Aligned,,Not Aligned,National Pledges,North-America_Electricity Utilities_01/05/2024,2025;2040;2050,2023,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has set targets to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI has assumed that the company’s electricity generation grows according to the national or regional electricity generation growth rate projected in the IEA’s 2023 World Energy Outlook’s Stated Policies Scenario (STEPS). When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",0.73,0.61,0.69,0.67,0.59,0.56,0.55,0.55,0.55,0.52,0.47,0.43,0.39,0.37,0.35,0.34,0.32,0.3,0.29,0.27,0.25,0.24,0.22,0.2,0.18,0.17,0.15,0.13,0.12,0.11,0.09,0.08,0.07,0.05,0.04,0.03,0.01,0.0
Emera,Canada,CAN,Electricity Utilities,No,small,CA2908761018,2650050,01/11/2023,04/07/2023,North-America,Not Aligned,,,Not Aligned,National Pledges,North-America_Electricity Utilities_01/04/2022,2025;2040;2050,2022,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has targets to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI has assumed that the company’s electricity generation grows according to the national or regional electricity generation growth rate projected in the IEA’s 2020 World Energy Outlook’s Stated Policies Scenario (STEPS). When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",0.728501049,0.611021563,0.685187265,0.667267144,0.586833182,0.555496988,0.549188403,0.553231574,0.505097312,0.515706799,0.472354971,0.429003142,0.385651313,0.370309717,0.354968121,0.339626524,0.324284928,0.308943332,0.293601736,0.27826014,0.262918544,0.247576948,0.232235352,0.216893755,0.201552159,0.186210563,0.170868967,0.155527371,0.139974634,0.124421897,0.10886916,0.093316423,0.077763685,0.062210948,0.046658211,0.031105474,0.015552737,0.0
Emera,Canada,CAN,Electricity Utilities,No,small,CA2908761018,2650050,01/09/2022,22/07/2022,North-America,Not Aligned,,,Not Aligned,National Pledges,North-America_Electricity Utilities_01/04/2022,2025;2040;2050,2021,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has set 2025 and 2040 targets to reduce its absolute emissions. To calculate this company's targeted emissions intensity, TPI has assumed that the company's electricity generation grows according to the national or regional electricity generation growth rate projected in the IEA's 2020 World Energy Outlook's Stated Policies Scenario (STEPS). When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,0.61,0.69,0.67,0.59,0.56,0.55,0.55,0.51,0.47,0.43,0.4,0.36,0.35,0.33,0.32,0.31,0.29,0.28,0.26,0.25,0.23,0.22,0.2,0.19,0.18,0.16,0.15,0.13,0.12,0.1,0.09,0.07,0.06,0.04,0.03,0.01,0.0
Emera,Canada,CAN,Electricity Utilities,No,small,CA2908761018,2650050,01/11/2021,05/08/2021,North-America,Not Aligned,,,Not Aligned,National Pledges,North-America_Electricity Utilities_01/04/2022,2025;2040;2050,2020,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has set 2025 and 2040 targets to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI assumes that the company’s electricity generation grows according to the national or regional electricity generation growth rate projected in the IEA’s 2020 World Energy Outlook’s Stated Policies Scenario (STEPS).",0.728501049,0.611021563,0.685187265,0.667267144,0.586833182,0.555496988,0.549188403,0.553231574,0.521407361,0.489583147,0.457758934,0.425934721,0.394110507,0.378432397,0.362754286,0.347076175,0.331398065,0.315719954,0.300041844,0.284363733,0.268685622,0.253007512,0.237329401,0.22165129,0.20597318,0.190295069,0.174616958,0.158938848,0.143044963,0.127151078,0.111257193,0.095363309,0.079469424,0.063575539,0.047681654,0.03178777,0.015893885,0.0
Enbw Energie,Germany,DEU,Electricity Utilities,No,large,DE0005220008,5341102,01/11/2023,04/07/2023,Europe,Not Aligned,,,1.5 Degrees,1.5 Degrees,Europe_Electricity Utilities_01/04/2022,2025;2035,2021,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company discloses an emissions intensity using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector.  The company has set one or more targets to reduce its absolute emissions, but they could not be included in this assessment because they were inconsistent with TPI’s methodology. Please note the 2025 target year value increases from the latest historical emissions intensity value due to the company divesting its nuclear generation assets. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,,0.364,0.4,0.235,0.238,0.363,0.3876375,0.412275,0.4369125,0.46155,0.415395,0.36924,0.323085,0.27693,0.230775,0.18462,0.138465,0.09231,0.046155,0.0,,,,,,,,,,,,,,,
